date,total_sells,holiday_mark
2015-10-03,4742.0,
2015-10-04,4069.0,
2015-10-05,1340.0,
2015-10-06,1343.0,
2015-10-07,1914.0,
2015-10-08,1561.0,
2015-10-09,1922.0,
2015-10-10,2732.0,
2015-10-11,2454.0,
2015-10-12,1363.0,
2015-10-13,2556.0,
2015-10-14,2294.0,
2015-10-15,1908.0,
2015-10-16,2143.0,
2015-10-17,2775.0,
2015-10-18,2330.0,
2015-10-19,1341.0,
2015-10-20,1711.0,
2015-10-21,1647.0,
2015-10-22,1632.0,
2015-10-23,2901.0,
2015-10-24,3035.0,
2015-10-25,2495.0,
2015-10-26,1387.0,
2015-10-27,1551.0,
2015-10-28,3593.0,
2015-10-29,1589.0,
2015-10-30,2274.0,
2015-10-31,3104.0,
